Klasor Adi;Ders Adi;Kurum
58fee96126fbde0c4f5e3c147df457ad979a56d4-1702486475284;söz sanatları teşbih ve türleri;Kurum Girilecek
43e6bd5d4ff1bc89779e8a7eb3aaa61c6a9692a7-1713109846584;Eski Edebiyat Soru Çözümü 3 ;Kurum Girilecek
6c59fdcb86ae476c9b74cce2ef4b7760fb364884-1700069712945;Geometri konu: ;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782496794819;halk 3;Kurum Girilecek
c62ab0183cfc82da180f907998856a00bca12bb5-1690541585568;Halk Edebiyatı Çıkmış Soru Analizi 2;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751215807819;"KAMP DERSLERİ - DİL BİLİM 5. DERS ""En karanlık anların arkasında ışık vardır.""";Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1741630661282;halk şairler;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1767462448962;KONUŞMA YÖNTEM VE TEKNİKLERİ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721751117713;eski edebiyat genel tekrar;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1730911590862;nazım şekilleri;Kurum Girilecek
882dd3285897af745acd19e4575dd6a061366f95-1739549750494;Eski dil soru kampı 2;Kurum Girilecek
b836eb8a08e5b88deae8ce3d0aaa002e15c1d717-1720526165371;2024 Haziran İslamiyet Ö. ve İslamiyet Dönemi Türk Tarihi;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1736437958078;MİLLİ EDEBİYAT DÖNEMİ-3;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1766245615693;KONUŞMA EĞİTİMİ GİRİŞ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1741548326820;6 - SES BİLGİSİ;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1698939850273;Türkiye Türkçesinin Ses Bilgisi  1;Kurum Girilecek
09c0087a227a721ead6e374081dbe107df05cfd3-1713618381093;AYT kimya: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1709751659881;divan nesri ve nesir türleri;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1705076577444;dil bilim son. // batarken ardın güneş tepelerin geldi veda vakti teletabilerin...;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1745862626566;anonim halk edeb;Kurum Girilecek
bf0ccfc41675b4558178059bb79908e970a29a7c-1737481084711;Osmanlı Tarihi;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1717264373838;KONUŞMA VE AKICI OKUMA;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1737997164658;kuramlar yöntemler;Kurum Girilecek
0adf26af33ae7414eaa422637f22f8411c071143-1705420790686;İnkılap Tarihi Konu: ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1734543487002;sanatlar;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1742408409483;beyit incelemesi;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1720983209220;7. DENEME ÇÖZÜMÜ( DİLBİLGİSİ- DİL BİLİM);Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1708705371392;AKIMLAR DEVAM;Kurum Girilecek
85ef264ae7c9de5db02cb47b9a05eb6d4f585c10-1705333700064;GYGK Matematik: ;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1711563293687;YÖNTEM VE TEKNİKLER;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1767455350550;KONUŞMA BOZUKLUKLARI;Kurum Girilecek
2902192d1f8f6d561a3077325d6b29b81b1ad21a-1698249032951;TYT Kimya Konu: ;Kurum Girilecek
1a72b76742f54226006ca0b7724fa8935faca896-1751646246631;2025 Yeni Türk Edebiyatı Soru Çözümü Temmuz;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1736099076355;Rus ed devam;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1702664780491;amerkan yapısalcılık 2- ayrılık da sevdaya dahil;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771005018513;OKUMA MODELLERİ;Kurum Girilecek
cfb1406a31ead9812d3baa38df5c3a87aca2cb25-1746975234764;Eğitimin Temelleri ve Türk Milli Eğitim Sistemi ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1711477747884;CUMHURİYET ŞİİRİ -14;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1731689921407;8. Dil bilgisi (Türk Ses Bilgisi-Ses Olayları)-VIII;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719849345782;CİHANGİR - 6;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1710350138699;SÖZLÜ ANLATIM TÜRLERİ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1762876625215;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Ek Bilgisi)-3;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1746201555154;2022 SORULARININ ÇÖZÜMLERİ;Kurum Girilecek
96ad7f00c7009b67dcb31775eb959a59d0e6dbad-1710590175083;AYT Edebiyat: ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1710872649025;CUMHURİYET ŞİİRİ -11;Kurum Girilecek
9edd4d570218dde67918d0e317fb62e70998e9b4-1690894839980;Dört Temel Beceri ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699898098841;DİNLEME EĞİTİMİ SORU ÇÖZÜMÜ - 2;Kurum Girilecek
8def03ef1e263b05bb2c427de9d7aadbe918369b-1740498912628;222 Sayılı Kanun 2. ders ;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1771175487577;şerh 4;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1734369455878;DİL BİLİMCİLERİN KURAMLARININ DEVAMI : HARRİS VE SONRASI;Kurum Girilecek
782b13b5aacc958834645fd804ab467e89ee0153-1710954324832;Vatandaşlık Soru Çözümü (Reyhani Hoca) ;Kurum Girilecek
0c52d7cd582d60a2bb91a5f6c9af6da3938cd91d-1741971450440;Yeni Türk Edebiyatı 3. ders;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1697561240404;YAZMA KAZANIMLARI - 2;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1681156863412;POSTMODERN YAZARLAR 3;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1740506189995;CUMHURİYET ŞİİRİ -9;Kurum Girilecek
290a0513c410c706d01e248e7b8d4e861b1c90f5-1678210443094;Yeni Türk edebiyatı 34;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1730739638879;DİL BİLİM 5. DERS;Kurum Girilecek
cdcac4a2ed231f09a35191b5dbd18837cfcc89e2-1741711689877;1739 Sayılı Kanun ;Kurum Girilecek
13afd27006b528858386987489a2fe443e7157b9-1670346483735;Yeni Türk Dili 7, Sözcük Türleri;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1761583755930;halk edb. kuramlar ve halk edeb.tür ve şekil;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1773334578819;Klasik Türk Edebiyatı Tarihi-6;Kurum Girilecek
641e6d0faa29096c1aadb64f1eb8e510ce353208-1714318176397;AYT Fizik: atom modeli-radyoaktivite-kuark;Kurum Girilecek
ff4bad4ddf8a293c433c6cc6932be5ca2f4a16eb-1678381796416;Eski Türk Dili 45 Kıpçak Dönemi;Kurum Girilecek
31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1698344461264;EKİM AYI REHBERLİK;Kurum Girilecek
8254c5f79ff815cd9401cb7fea77dd9e7c6f22ab-1746719688874;2025 Eski Türk Dili;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1668355028459;tanzimat edebiyatı giriş;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1761238331479;Eski Türk Edebiyatı Giriş-1;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1739209839995;halk edebiyatı tür ve şekil;Kurum Girilecek
fa6a8c20d3a858f6d3246d29f4deafff6ac95a16-1698074802506;TYT Türkçe Konu: ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1732464886682;Sınav soruları çözüm ve batı edebiyatı devam;Kurum Girilecek
67fe1055ecd990d3958c06567b630411a7d43152-1742748717259;Eğitimin Temelleri ;Kurum Girilecek
a393cecbc3532a4d036d51a98f32d8db8ed6bc70-1722354655420;2024 Alan eğitimi Soru Çözümü ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1746892372239;MAARİF PROGRAMI-8;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1714233218420;YABANCILARA TÜRKÇE ÖĞRETİMİ GİRİŞ;Kurum Girilecek
b200b3a005b070dfed4c9211c97c4d553154e5a7-1701533708400;YTE Konu: TANZİMAT 1. KUŞAK;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701794848121;SERVETİFÜNUN EDEBİYATI -1;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1746287303719;MAARİF PROGRAMI-6;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747154911494;SORU ÇÖZÜMÜ-8;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1716738432821;şerh 15;Kurum Girilecek
b7d639c22156809d40870df74248cd0cd85d082b-1742320476806;Osmanlı Tarihi Son Ders;Kurum Girilecek
43e0c24a708ac8def75adeaf6b9f65e130d4bdd0-1717434474419;çocuk edebiyatı 2;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1710360932877;ÖLÇME VE DEĞERLENDİRME - 2;Kurum Girilecek
539ddce5f2b6239244f4a033ec159d9cbc1e944c-1699458845042;TYT Kimya Konu: ;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1714922303160;şerh 6;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1773507463220;Edim Bilimi (Pragmatik) - 2;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1671989671332;FECRİ ATİ DÖNEMİ SANATÇILARI 2;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1671983685950;FECRİ ATİ EDEBİYATI GENEL OZELLİKLER;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1720907912539;6. DENEME (DİL BİLİM- DİLBİLGİSİ);Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1709140680999;şair ve yazarlar;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1775411066306;Dil Bilimi Okulları ve Temsilcileri - 3;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1713201081176;2. ders - şekil bilgisi;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1714317120373;Şerh 4;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1749052631599;çıkmış soru analizi ve beyit şerhi;Kurum Girilecek
f202aac543ac74ad3d5dc6e6148ec7d3131ee51c-1713599820512;AYT Biyoloji: ;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720716840244;Yabancılara Türkçe öğretimi kazanımlar ve dil bilgisi;Kurum Girilecek
1eb3b44abaa77eff617b07c82079c412d982d211-1703406955975;AYT Matematik Konu: ;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1765129772746;ingiliz 3;Kurum Girilecek
5a5af5adcd7c56d0374f95cdf1e024137d9d4d4b-1746291339817;Eğitimin Temelleri ;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1701971741956;Türkçenin biçim bilgisi 3;Kurum Girilecek
31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1718210744013;HAZİRAN AYI REHBERLİK;Kurum Girilecek
6f2696c046c35b6eb1951e98ba371e4c0ddddb6c-1676999204726;İKİNCİ YENİ ŞİİRİ Yeni Türk edebiyatı 29;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701798619691;SERVETİFÜNUN EDEBİYATI-2;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1704133640094;dil bilim sorular veyahut enivacı voke;Kurum Girilecek
9eeaff70a095b122da929675de7393a46193c779-1696748284658;Fizik 1 Konu: fizik bilimine giriş;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1761580565865;halk bilim ve kuramlar;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1741892124548;1739 SAYILI KANUN 1. DERS;Kurum Girilecek
de412e92b16238f8c23eb232c4c277274f61e70f-1689713956629;2015 YTE;Kurum Girilecek
bb9d1585530f4f27113dbf9e62c9ed49a1444fbd-1719575475193;2024 Haziran Coğrafya 1;Kurum Girilecek
fec178ac6df0c3c3150c3c7e14c47b031ed2cffc-1744731914844;2025 Paragraf Sözel Beceri ;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1764610779580;halk şairler;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1730743871487;DİL BİLİM SORU ÇÖZÜMÜ DERSİ;Kurum Girilecek
c9120940b69cac5c4fa3a86e9f9d19195672af45-1682616274275;Eski Türk edebiyatı 8 Söz Sanatları;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1720997307644;7. DENEME ÇÖZÜMÜ (EDEBİYAT DERSLERİ);Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721143584555;eski edebiyat sorularla genel tekratr;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1715797659077;TÜRKİYEDE ÇOCUK EDEBİYATI TARİHÇESİ -5;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1732381027357;DİNLEME KAZANIMLARI-2;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1774543319139;Klasik Türk Edebiyatı Tarihi-10;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774281570228;ÇOCUK EDEBİYATI -1;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721398816264;DÖRT TEMEL BECERİ-4;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1763049246585;Eski Türk Edebiyatında Mazmunlar-6;Kurum Girilecek
4927751191dcea2ce7fc841cef02bee8bdffff39-1670523164747;Eski Türk Dili 8, Dönemlerin Biçim Özellikleri;Kurum Girilecek
5e8570c10d8316447c831b36992fca78fae23d46-1713369462439;AYT Coğrafya: ;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1749829606563;OKUMA EĞİTİMİ - 2;Kurum Girilecek
fc0bdbe9c3613f6627b9683d09c4664875ddae17-1701098683201;Edat-Bağlaç-Ünlem Konu: Soru Çözümü ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1737305431655;kuramlar 2;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1764006042273;halk şairleri;Kurum Girilecek
121a060c722065654d3b14c1458f0f4340f3ba1d-1704470261839;Coğrafya Konu: ;Kurum Girilecek
548d27074b8b9c924a4d675ad63c7aaa59c90ed1-1687273132246;Koray Hoca Coğrafya ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1742923480141;CUMHURİYET ROMAN-5;Kurum Girilecek
62161817217454abb0bb01fe2bb2935ed359543f-1706453344327;Geometri konu: ;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1743957837472;ÇOCUK EDEBİYATINDA TÜRLER-1;Kurum Girilecek
24b76f093621dc1e157bc8726eb89eb6d1ead105-1680031482818;CUMHURİYET DEVRİ TİYATRO/ÖĞRETİCİ METİNLER 44,;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1740245942527;OKUMA SORU ÇÖZÜMÜ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1767110325898;CÜMLE BİLGİSİ (Cümlenin Ögeleri)-4;Kurum Girilecek
27775fa819d076e9063ddbdae3a824687407276e-1710867465418;Eski Dil Soru Kampı ;Kurum Girilecek
4f548807724401b99d3f0931cb9f64f7f7f54a61-1743094176544;2025 Eski Türk Dili ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1700934482125;KONUŞMA BOZUKLUKLARI;Kurum Girilecek
b9850e22a9180ea6c70992aa6e9b67a6bb81d381-1713628092628;Eski Edebiyat Soru Çözümü 4 ;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1736532573140;33) Dil bilgisi [Sözcük Türleri (fiil, ek-fiil, fiilimsi)] SON-5;Kurum Girilecek
61f036a3c11fdd6300113c7cc31b20f7638f7c55-1738085436154;Türkçe: paragrafta anlam;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1739297408625;CUMHURİYET ŞİİRİ-3;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1746730902760;1982 ANAYASASI 13. DERS;Kurum Girilecek
809088eee8f2f6de0c755a45d7bfec33bdd4ba7d-1737042629044;Yeni Türk Dili ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1770309814725;Nazım Türleri-3;Kurum Girilecek
2a7383ab113c8c967ca8933e0bf5e7cf35dc3a50-1700290674469;Biyoloji Konu: ;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736790129884;SEMANTİK (ANLAM BİLİMİ) 1;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1715014245112;11. TAMLAMALAR-2;Kurum Girilecek
ce180b13419739e010854c427d9fd293cfa8d4ea-1722339904031;2024 Temmuz Eski Dil Soru Çözümü;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1684345220776;SORU ÇÖZÜMÜ - 7;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1761586667198;halk edeb. tür ve şekil;Kurum Girilecek
93f272b795386072a2b50956b73a3e7664f47d3e-1752078921657;2025 Halk Edebiyatı 3;Kurum Girilecek
d7d0dd1046d92e158830391c0ff317635669c608-1746601083759;2025 Matematik ;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1745769652416;TÜRKİYE'DE ÇOCUK EDEBİYATI-3;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1678636520032;toplumcu gerçekçi sanatçılar;Kurum Girilecek
afd4b4e2e1425db068632177814c22a151013588-1711132928442;Eski Edebiyat Konu: ;Kurum Girilecek
7fee2f4f208a94edb69b1d0ae301f89297976cb7-1719384937914;Matematik Haziran Kampı 3;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1743103640583;7528 SAYILI KANUN 3. DERS;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762098429968;Akımlar 4;Kurum Girilecek
5c24cfc609d65b8c573dfabb153a62e55813b5f1-1699026586629;Kimya Konu: ;Kurum Girilecek
ca637b5e5a33725e2e0a86a20a1c25546332a4c6-1746900285292;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi ;Kurum Girilecek
c10ae9c43519f841bee0b32677fc104c476b6075-1699032824148;Coğrafya Konu:İzohips ;Kurum Girilecek
8c89ca403fd8b4d7dc91f1e725240ac18f6d18c5-1721924190511;2024 Alan Eğitimi Soru Çözümü ;Kurum Girilecek
8a5d68e7bde64e8888e2195bf7a06b64e11f267e-1745856078818;2025 Anayasa Mevzuat ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1739983577308;mazmunlar;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1730996391125;ÖLÇME VE DEĞERLENDİRME;Kurum Girilecek
a0162105fa5b85d0d0365dcca704a92fb837618d-1701883737520;Türkçe Konu: Fiilde Çatı Soru Çözümü;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1763484907257;Sözcük Türleri (İsim, zamir)-1;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1744991994883;SÖZCÜK, CÜMLE BİLGİSİ 4;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1712432478906;ÇOCUK EDEBİYATI TÜRLERİ -1;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1740329386132;METİN DİL BİLİM 2;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1744826278548;aruz ve Türkiye Türkçesi;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1771526454779;Klasik Türk Edebiyatında Mesnevi-4;Kurum Girilecek
872885bebb352864d0a4c9b6498f39898c327a77-1751208606430;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi soru çözümü ;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1707407691018;masal- halk hikayeleri;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1731089005903;6. Dil bilgisi (Türk Ses Bilgisi)-VI;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1744559962965;ÇOCUK EDEBİYATI TÜRLER BİTİŞ;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719939694640;CİHANGİR-10;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1777138437508;ÖĞRENME ÇIKTILARI SORU ÇÖZÜMÜ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1741973240159;7 - SES BİLGİSİ SON;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777305388006;ÇOCUK EDEBİYATI-16;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1740762355260;YAZMA GİRİŞ;Kurum Girilecek
8806ab8593537a5da39c6e40b535437ca1a49275-1707494001932;Halk Edebiyatı Konu: Halk Hikayeleri 3, Dede Korkut Hikayeleri;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1701450545666;DİL BİLİM DEVAM HA BİR DE SİZE AŞIĞIM;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1740764994363;YAZILI ANLATIM UNSURLARI;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711743190428;fransız edebiyatı 2;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1734025749133;ARALIK AYI REHBERLİK;Kurum Girilecek
2694b97ecc81ff5654d2b31ca780f5a833f6c9bc-1701514218372;Kimya Konu: ASİTLER BAZLAR VE TUZLAR;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770482966777;ZİHİNSEL SÖZLÜK VE SÖZCÜK ÖĞRETİM YÖNTEMLERİ;Kurum Girilecek
abd5d75d25775b354b81b7bee58734221737d90a-1738508298194;Eğitim temelleri: ;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1720287990413;CİHANGİR - SON;Kurum Girilecek
1ffa08ea638c9257071bd1deacc2c96387941846-1697822660270;Matematik Konu: ;Kurum Girilecek
2b61dfac3d0c60ef48175229bba45a284d1034c1-1749041911559;2025 Coğrafya Soru Çözümü 2;Kurum Girilecek
6088adebc9ad130ce238af62a3c188359d1a75cb-1670946105999;Yeni Türk Dili 9, Fiiller ve Fiilimsiler;Kurum Girilecek
8f0006f7dfe73f13f9012556cfeb9736cbbd084a-1742668305060;2025 Halk Edebiyatı ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1746895781177;MAARİF PROGRAMI-9;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1768319892817;CÜMLE BİLGİSİ (Cümle Çeşitleri)-10;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1736955568948;beyit inceleme ve sanatlar;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679852476664;cumhuriyet dönemi sanatçılar devam;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1701454896227;DİL BİLİM VE DİĞER SAUSUURE İSLERİ VE SEVDAYA DAHİL OLANLAR;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1768146424891;kuram ve eleştiriler;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1709229007508;geleneksel halk tiyatrosu;Kurum Girilecek
342e9b62189ac81a941c705f0bdea9155c8e5d3a-1677171703283;Eski Türk Dili 39 Karahanlı Türkçesi;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1702399309792;SERVETİFÜNUN EDEBİYATI- 4;Kurum Girilecek
9eacd9563bf856b9bed8ad8e91c15af38b993815-1699291660180;Osmanlı Tarihi 1 Konu: ;Kurum Girilecek
2d32990fec6c574818747fdcc14271f2ecd49fa9-1711274112444;Öğrenme Soru Çözümü: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1772650004459;MİLLİ EDEBİYAT-7;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1739115914291;EDİM BİLİMİ 1;Kurum Girilecek
77743e18624a7df08205639a07796553227eecb5-1702190932448;Fizik Konu: ;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1771179028678;Şerh 5;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1737134747649;cümle bilgisi 2;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699722335047;DİNLEYİCİ TİPLERİ;Kurum Girilecek
a1e6b0206fdf1e898042d12d1bbe20ce9cccf52b-1707845642878;AYT FİZİK kONU: ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721748061613;eski edebiyat sorlarla genel tekrar;Kurum Girilecek
3a45cfcdb9094618f24fc0a34417f59caeae6da8-1699698264290;TYT Coğrafya Konu: ;Kurum Girilecek
975229ad30f83f67fff0cb3430c313edfa6e64a6-1742125729775;çözüm 11;Kurum Girilecek
15bf434469ab5334767e9843f56f2543a21bbb18-1717259341405;AYT Kimya Soru Çözümü ;Kurum Girilecek
2082037842b57d16be4830bf6632e2e976bfc719-1709745907205;Paragraf Kamp 1;Kurum Girilecek
1ff4a568a116e60a00b62741543ae0e577477ecd-1695311764408;SÖZEL MANTIK 1;Kurum Girilecek
63175c9bc1a07dc877cffb0f987d9d6585316670-1746897658288;SEMANTİK VE GÖSTERGEBİLİM SORU ÇÖZÜMÜ;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1739724290638;EDİM BİLİM 3 (SÖZ EYLEMLER);Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771951724009;OKUMA TÜR, YÖNTEM VE TEKNİKLERİ - 2;Kurum Girilecek
e29c2fb07325bd6aa7ba65c6c82c6e3c64c4260d-1744737941286;2025 Sözel Mantık ;Kurum Girilecek
