Klasor Adi;Ders Adi;Kurum
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1734968688210;SON DİL BİLİM KURAMLARI;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700586613475;TANZİMAT EDEBİYATI 1. DÖNEM- 6;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1715446459694;DİL ÖĞRENME DÜZEYLERİ - 4;Kurum Girilecek
419ebcb60189148a2d67b525978fd9ffa740a5a0-1754340995499;Verimlilik ve Endüstriyel Uygulamalar;Kurum Girilecek
3f67f190944da6ac218bc130d01e0500b36d591b-1733500204704;Eski Türk Edebiyatı ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1749138897829;çıkmış soru aqnalizi ve beyit şerhi;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1677426820480;cumhuriyet dönemi genel özellikler;Kurum Girilecek
7fd2f948a1f6cecb3e54a9c3e53f5c712948fe53-1747583406374;SORU ÇÖZÜMÜ-6;Kurum Girilecek
7b2faab92fb84cbff316d5a20a3c3e28062b405f-1673365409173;Yeni Türk Dili 15 Soru Çözümü;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1739634455709;OKUMA EĞİTİMİNİN AMAÇLARI;Kurum Girilecek
6a3ee48b80090f69b03accf590d818289a7f8353-1750603524113;2025 Eğitimin Temelleri soru çözümü;Kurum Girilecek
2ae787c57658fba39b5f9d6d5f93ca9311424f8a-1721649344321;2024 Temmuz ETE Soru Çözümü;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1772131027701;Klasik Türk Edebiyatı Tarihi-3;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770997760469;OKUMA ÇIKMIŞ SORULAR - 2;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1671986507653;FECRİ ATİ DÖNEMİ ŞİİRİ VE SANATÇILARI 1;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1770306590212;Nazım Türleri-2;Kurum Girilecek
d6a21bdf9266cd5675d3bb087964260c6ccfbf90-1719903620146;2024 GYGK Haziran Geometri 3;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1668959605066;TANZİMAT 1 DEVAM;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751644780403;İlker Hayat-Eski Türk Edebiyatı Yıl Sonu Kampı-4;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1742146372378;ÇOCUK EDEBİYATI -1 (GİRİŞ);Kurum Girilecek
c81ed8d7ef042bc47b55155be084ce0c3bbe79da-1674582841160;Eski Türk Dili 34 Göktürk Türkçesi;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711736881560;modernizm ve postmodernzm;Kurum Girilecek
03a28eb2b9b7c2ba46d67c89f049e18eab0d8ec4-1702749320763;Yeni Türk Dili: ;Kurum Girilecek
2aa9fac0dbc4b21ed6731f9d154fdd5596eefd29-1700396570544;Coğrafya Konu: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1733593915996;YAZMA KAZANIMLARI;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1768754737302;ÇIKMIŞ SORULAR - 2;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1778086597849;2026 8;Kurum Girilecek
6d7358791ffc7f81112202f5a55dfcb5b969f2f8-1747671357728;Maarif Eğitim Modeli 9;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1773421199975;CUMHURİYET ŞİİRİ-4;Kurum Girilecek
a7d0a324793522241955c55dac75eac275b517db-1708278671125;Temel Matematik: ;Kurum Girilecek
1a8a08ae3186b38684e88aa8175ec87ed563fa7f-1698765010853;TYT Tarih Konu: (Orta Asya Türk Tarihi Kültür ve Medeniyet);Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721576570211;çocuk edebiyatı soru çözümü 2;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722700306237;VEDA;Kurum Girilecek
1da4df91c4f28f33ea396f94995a3dba548274da-1718898977839;Dil Bilimi: ;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1684943113621;SORU ÇÖZÜMÜ - 11;Kurum Girilecek
2ce1f2bf25eb0fba366155eb74a9f5a1775e8923-1669226987547;Yeni Türk Edebiyatı 2 , Tanzimat Dönemine Giriş;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719853110994;CİHANGİR - 7;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1709314949019;YAZMA BECERİSİNDE GÖRÜLEN HATALAR;Kurum Girilecek
ef0a59c332b336d81cd6eb78d02ba1d742fb2566-1714579205546;AYT Kimya: ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721936789129;son ders:(;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1771171138761;şerh 3;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1707499879336;AKIMLAR SON- DÜNYALIK ŞEYLER...;Kurum Girilecek
49109afa3653e65adbaf33f84435960d3e588da7-1716306343840;Eski Dil Soru Çözüm Kampı ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772563014818;YAZMA BECERİSİNİN ALT ALANLARI;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1714928194992;şerh 8;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1746035121094;söz sanatları 2;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1764954952539;EDİM DİL BİLİM;Kurum Girilecek
44c79604b2a9a09667bb685186f03deacb0aa97c-1699545228057;Felsefe Konu: ;Kurum Girilecek
a4c78d2b3630379068642dac2f4726be50c30746-1745510034399;2025 4 Temel Beceri ;Kurum Girilecek
885ddf2a6b7b7a9e07a8a404e85ae27f66f9f1f8-1711219219214;Eski dil Konu: ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1747843037792;çıkmış soru analizi;Kurum Girilecek
d61946d9b6c4ba52335aa5ec67e65ef21d6e9a8f-1697822699570;TYT Coğrafya Konu: ;Kurum Girilecek
787291bc30a63d7ac6062f6fc85866698047c2c3-1679418010583;Yeni Türk Edebiyatı 40,;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1730653268127;edebi akımlar 3;Kurum Girilecek
63175c9bc1a07dc877cffb0f987d9d6585316670-1745086246250;DİL BİLİM-1;Kurum Girilecek
5a2f59f821f4f031cedfa816d60e18aced589bee-1671641999874;SERVETİFÜNUN ŞİİRİ  VE ROMANI;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1747237381651;şerh;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1748885619449;OKUMA EĞİTİMİ - 1;Kurum Girilecek
2c9c467309288b393c174b75223f4225b0d7472a-1757357013139;AGS - ÖABT REHBERLİK;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1764265252400;Nazım Şekilleri-6;Kurum Girilecek
c604ee68b8f6839e384d8f42f9c6160ca05b47b3-1719834853131;2024 Haziran GYGK Osmanlı Tarihi 1;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1762271959608;SES BİLGİSİ/FONETİK (Ünsüzlerin Sınıflandırılması, Ses Olayları)-4 SON;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1708192095205;YAZMA TÜR, YÖNTEM VE TEKNİKLERİ-3;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1716134159218;şerh 13;Kurum Girilecek
09d0cf2e8c4d09fa117ce61946842797b21922f7-1674755653726;Eski Türk Dili 37, Uygur Türkçesi;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762617019269;OKUMA EĞİTİMİ KAZANIMLARI - 2;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1708100651997;YUNAN VE LATİN EDEBİYATI- YERYÜZÜ AKIN YÜZ OLUNCAYA DEK..;Kurum Girilecek
69e6bcf2188da6a7b9c9e4be365d47e1ead34b4a-1697212135321;Kimya Konu: ;Kurum Girilecek
430763eb50d02e2f1f9b82d424846dd3199f8993-1740239155462;Halk edebiyatı soru çözümü 2;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751738194816;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ - 3;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1732550042140;MODERN ÖNCESİ PORT ROYAL DİL BİLİM OKULU VE SONRASI;Kurum Girilecek
d9cfc41cac4659770c624e7f93126c740de9577f-1734450339815;YKS Türkçe: ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1702660652641;amerikan yapısalcılığı- ve aman kendini asmış bir zenci;Kurum Girilecek
f79933899921290fd304dc2e2edc9372d949f6c3-1748789403905;2025 Eğitimin Temelleri Soru Çözümü 1;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1732895135813;13)  Dil bilgisi (Biçim/Şekil/Yapı Bilgisi-Sözcükte Yapı)-1;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1717523651376;30) Dil Bilgisi Çıkmış sorular ve Sarmal Tasarım Branş Denemesi Çözümü)-4 SONNNNNNNN :));Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722439287215;halk sorularla genel tekrar;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1764093607775;Sözcük türleri (zarf)-4;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1712078878151;CUMHURİYET ŞİİRİ -16;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1702220440016;nazım türleri ve beyit incelemeleri;Kurum Girilecek
67aca950c10687d9b3c63ec1782e2931e380ee46-1708154871756;AYT Biyoloji: ;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1712592914079;3. DENEME (ALAN EĞİTİMİ ÇÖZÜM);Kurum Girilecek
975229ad30f83f67fff0cb3430c313edfa6e64a6-1739701887567;soru çözüm 1;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1671385263663;SERVETİ FÜNUN SANATÇILAR SON;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1734973604069;SON DİL BİLİM KURAMLARI 2 VE SORULARR;Kurum Girilecek
88c6c7d0e5de37138a7111a339ee6674750b17d0-1695225518952;GENEL TARİH 2 ;Kurum Girilecek
c7e6bc0725ae8f7d879f29fb79030e27288fd1a6-1705838235684;AYT Edebiyat: Halk Edebiyatı;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1779119715181;YTE SORU ÇÖZÜMÜ-1;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1752076608057;halk genel tekrar;Kurum Girilecek
fd03d938a6ddee6886a5b758c89bfd965c1dc17d-1714473838043;AYT Biyoloji:;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1750092672520;YAZMA EĞİTİMİ - 4;Kurum Girilecek
31fb617dd69b2abcfce3f6c01aa63120959b9c47-1710954050332;AYT Coğrafya: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1731000206803;ÖĞRENME VE ÖĞRETME YAKLAŞIMI;Kurum Girilecek
c0c7c8fb0b81d6d5ab2e2be9a12324e367156355-1704297513461;Vatandaşlık Konu: ;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1710354669441;SÖZLÜ ANLATIM TÜRLERİ-2;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1716306754888;19) Cümle Bilgisi (Cümlenin Ögeleri)-2;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1765035842388;DİNLEMEYİ ETKİLEYEN FAKTÖRLER;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1710526843633;TANIŞMA VE GİRİŞ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1732376999316;DİNLEME KAZANIMLARI;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1744393514334;SÖZCÜK, CÜMLE BİLGİSİ 3;Kurum Girilecek
7b887a856c407b9c95fb9b395b4861aa363c4d01-1743868848488;Çocuk Edebiyatı 1 ;Kurum Girilecek
d05e68c71654dbb3a45bdd22d1431e50099eb-1671378911892;SERVETİ FÜNUN SANATÇILAR DEVAM;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721229901521;Yeni Türk Edebiyatı-2;Kurum Girilecek
0443b42f14f887be172af2e1a4f91e97fe2c43ad-1712337937692;Halk Edebiyatı Konu: ;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1714587695517;DÜNYA ÇOCUK EDEBİYATI -1;Kurum Girilecek
f5af3b82dabd596164def4e68f9e5becbe456ddb-1672251822719;TANZİMAT SORU ÇÖZÜMÜ 15,;Kurum Girilecek
88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754336932647;Savunma Sanayii, Robotik ve Uzay Teknolojileri;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699898945841;DİNLEME EĞİTİMİ SORU ÇÖZÜMÜ - 2 REPLAY;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1778090570951;2026 10;Kurum Girilecek
529005d0a0640526f3dd7b399d441fcdaa47979d-1717411773545;AYT Edebiyat Soru Çözümü 2;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1738166052530;aruz ve işlemler;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1764607741354;halk şairler;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1775844626961;CUMHURİYET ROMAN-3;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1744646190921;halk hikayeler;Kurum Girilecek
7842285dfd5f8d52c61b8bd8688f754c54fd99d1-1669313601190;Eski Türk Dili 2 , Fiil Çekim Ekleri;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1733932385695;beyit incelemesi - söz sanatları;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1747846260115;çıkmış soru analizi;Kurum Girilecek
08d7951f023265cd8310e5b1235e4bfb672c802a-1674662505880;Yeni Türk Edebiyatı 25,;Kurum Girilecek
34ba304ac5ac069615ce784f4be577ead916a8ac-1712343217159;Eski Edebiyat: 14- 15 YY sanatçıları;Kurum Girilecek
6573530638ab3bf6e33de0902e8c2308a41009ea-1687600045952;Soru Çözümü 5;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1713204355414;3. ders - şekil bilgisi-3;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1713283247811;CUMHURİYET ŞİİRİ -19;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1718294198727;divan şiir beyit şerhi incelemesi;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721744590232;eski türk edebiyatı sorularla genel tekrar;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1733852733296;SERVETİFÜNUN EDEBİYATI -3;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1778774253455;Beyit Şerhi-16;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762018884531;OKUMA EĞİTİMİ KAZANIMLARI - 1;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1685897790271;SORU ÇÖZÜMÜ - 18;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1701964450760;Türkçenin biçim bilgisi 1;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1752248395210;DÖRT TEMEL BECERİ - 7;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721139806689;eski türk edebiyat sorularla genel tekrar;Kurum Girilecek
f3938159c75784330dd5857dfaa40a1d5bfb3eb5-1714751694913;AYT Coğrafya:;Kurum Girilecek
a1b3292a3181cc0bebd43bc1890a80d5656c160e-1750249170520;2025 Paragraf Kampı 2;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1733670873282;Metin üzerinden akımlar ve Fransız ed. devam.;Kurum Girilecek
d18e3d92e0a0cbef44aba38241f5a15924213628-1702743470657;YTE Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1701280087370;nazım türleri ve beyitlerle inceleme;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1743009977689;sorularla genel tekrar analiz;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1683391285196;YAZMA KAZANIMLARI;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1708184974534;YAZMA TÜR, YÖNTEM VE TEKNİKLERİ-1;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1768409163819;SÖZLÜ ANLATIM TÜRLERİ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1698853786984;Eski Türk Edebiyatı giriş nazım birimi,şekilleri, beyit çözümleme;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1714751551842;amerikan eddebiyatı sonu İtalyan edebiyatı başlangıcı;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1732988985434;OKUMA KAZANIMLARI-2;Kurum Girilecek
da0ca037eae49920ae099cdea702ff62f3e9b6ca-1690476852645;Eski Dil Genel Tekrar 4;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782230004344;Eski Türk Edebiyatı-4;Kurum Girilecek
6dc5ae405139b79b2e76d4ba8e7870a105ae5894-1751975607086;2025 Eski Türk Edebiyatı Soru Çözümü ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1768492107471;Edebi Sanatlar-4;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1743268981395;DİL BİLGİSİ ANLAYIŞLARI;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1697557615025;YAZMA EĞİTİMİ KAZANIMLARI - 1;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1778345106432;BİLİŞSEL VE ÜSTBİLİŞSEL STRATEJİLER;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1732557022633;DİL BİLİM OKULLARI + SORU ÇÖZÜMÜ;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1714324023435;ŞERH 6;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1767891161505;Edebi Sanatlar-2;Kurum Girilecek
fc211c8148710614a33b13e873a9c1d27b8436e2-1732895765676;Eski Türk Edebiyatı Aruz Kalıpları 1 ;Kurum Girilecek
cd0220e7f6f5893532d062283abf9121f8bad17c-1698248903733;Tarih Konu: ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1735142009461;beyit incelemesi-sanatlar;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1707320900354;aruz işlemleri;Kurum Girilecek
ffd2b73b3fd793c1b4f45aebc581d92c6c6f45b4-1702655230350;Coğrafya Konu: ;Kurum Girilecek
d6b778edb2b8f32f87953098de7983410ef52484-1741278600049;Eski Dil;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771955353811;OKUMA TÜR, YÖNTEM VE TEKNİKLERİ - 3;Kurum Girilecek
1369ad5d07eec81cdd32d8b6c52e1411cbe181ad-1708181433221;AYT Kimya: MODERN ATOM TEORİSİ;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1744905180859;1982 ANAYASASI 4. DERS;Kurum Girilecek
c7aa194aa76abbd1a73e5bcc8c9536368cc799cc-1696778369921;Geometri Konu: ;Kurum Girilecek
24eaad2502e782133a29ba4443eae4e94afe50fe-1690807676233;Eski Türk Dili Genel Tekrar ;Kurum Girilecek
49351bfa7c5ff5de876065c8612ac3b945abdb8c-1741193317053;1739 Sayılı Kanun 1. DERS ;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1683740635409;SORU ÇÖZÜMÜ - 4;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1773337371223;Klasik Türk Edebiyatı Tarihi-7;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1745600999260;2020 SORULARININ ÇÖZÜMÜ;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1764002876837;halk şairleri;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1767894109843;Edebi Sanatlar-3;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762620363321;OKUMA KAZANIMLARI - 3;Kurum Girilecek
c967c3da635b782f9d3b815c0866ca0bb1ac346b-1697476857162;Türkçe Konu: Yazım Kuralları;Kurum Girilecek
9ae7c1761adeda9d8b934ffa3277c6b65c1aa8fe-1709136000784;AYT Kimya Konu: ;Kurum Girilecek
f782885618896778bdcc2d06a15ad0a14ffb1e91-1696865172506;Türkçe Konu: ;Kurum Girilecek
98ae0bbe800f6b44d083e7a61afdea9e8cd34cdb-1669304700884;Eski Türk Dili 1 , Fiil Çekim Ekleri;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722442766700;sorularla halk genel tekrar;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1708016119604;dede korkut;Kurum Girilecek
c5cef01e2120ffd92022c79c836c612952bc1bcd-1746460856421;2025 Mevzuat Anayasa Soru Çözümü ;Kurum Girilecek
354da82b8209f532464b4a5fc0fcff346694dedf-1688390836421;ESKİ DİL 2016;Kurum Girilecek
d7e0c27ff305b9bbcef36253547173998ab4d74d-1742403109768;Coğrafya: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1773853059954;CUMHURİYET ŞİİRİ-7;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1705081298527;dil bilim- çokomel kağıtlarını kitap ayracı yapmak;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721571893646;çocuk edebiyatı soru çözümü 1;Kurum Girilecek
26a1817c71e4a6263e1e65df0fbd83399b82dcf9-1748415415041;2025 Matematik son ders;Kurum Girilecek
9c580e9c7ca760e63fe3ccba99a118d4c2972f05-1711879173057;Geometri Konu: ;Kurum Girilecek
73fc6364a0723a02186aac0bbac9d3923b5f3007-1710608152470;YTE Konu: TARİHÎ ROMAN, 12 MART ROMANI, GELENEK ROMANI, 80 SONRASI ROMAN;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1769615357222;YENİ TÜRK EDEBİYATINA GİRİŞ;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1727714259328;GYGK VE EĞİTİM BİLİMLERİ REHBERLİK;Kurum Girilecek
d774a1d2eaa3285d1a7d09600b66db9340fa76ce-1708792395978;Geometri Konu: ;Kurum Girilecek
0e799f3aca98480bd814f85e6e18d58a0225b0b7-1700579811650;Tarih Konu: (Türk İslam Tarihi Kültür ve Medeniyet);Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747763662563;SORU ÇÖZÜMÜ-12;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1765907663421;Sözcük türleri (Fiil, ek-fiil, fiilimsi)-14;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1717616001945;5.DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1739555545956;OKUDUĞUNU ANLAMA SÜRECİNİN AŞAMALARI;Kurum Girilecek
54ea6428f37a4fc65f80ccb45467bc735d479e93-1700149812982;Yeni Türk Edebiyatı Konu: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1778257704379;CUMHURİYET ROMANI-13;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741116129369;CUMHURİYET ŞİİRİ-12;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1700841240811;dil bilim devam;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719593592700;CİHANGİR - 4;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679241142644;cumuriyet dönemi sanatçılar;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1714844967987;DİL ÖĞRENME DÜZEYLERİ - 2;Kurum Girilecek
3b1373697cfab7c21e7b3d5aeb703629a4158cbe-1706111995834;Vatandaşlık Konu: ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741112611472;CUMHURİYET ŞİİRİ-11;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1771087969153;SERVETİFÜNUN EDEBİYATI-1;Kurum Girilecek
83a4209a2d198f3c8d05c316b0dac947b6a2f015-1751196071446;2025 Eski Edebiyat Soru Çözümü;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1743100061753;7528 ÖĞRETMENLİK MESLEK KANUNU 2. DERS;Kurum Girilecek
901b3fec50dfc6edb5f805ff62379083df6c2093-1752073087303;2025 Halk edebiyatı soru çözümü 2;Kurum Girilecek
0940aa8f0927c801cc1cddd9f57a01d73accedd6-1697957601404;TYT Fizik Konu: ;Kurum Girilecek
f166b553a19ecdf13a7d6111e835c8ed00730814-1732981545812;Eski Türk Dili 1. Soru Çözümü ( Fiil Çekim Ekleri) ;Kurum Girilecek
f76e2920f8dc49879e0f06d83f29f906190aaf50-1686754432315;İrfan Naim Öğrenme Psikolojisi;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779639425016;ANLAMA MODELLERİ VE BLOOM;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771350702719;OKUMAYI GELİŞTİRİCİ TEKNİKLER;Kurum Girilecek
96b02df21c129f2686c0b88dfc20b44ae4dc24c2-1698081611406;Türkçe Konu: Yazım Kuralları;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1777219151459;SORU ÇÖZÜMÜ-11 ASIM KARA;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779557524134;SEZDİRME YÖNTEMİ VE ANLAM KURMA DÜZEYLERİ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763225383429;OKUMA EĞİTİMİ KAZANIMLARI - 6;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1767549994531;Diğer Dünya ED.;Kurum Girilecek
14e2331c03343a386218c2657f25dab7cfd5e5b7-1717246054644;Dil Bilgisi Soru Çözümü ;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1731693669483;9. Dil bilgisi (Türk Ses Bilgisi-Ses Olayları)- IX;Kurum Girilecek
